document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
9c26a0e3cad380e2977b25e812a617e5083e73fd,train,Who is Emma's Protege'?,Kitty Bennet.,Kitty Bennett,Who is Emma s Protege ' ?,Kitty Bennet .,Kitty Bennett
0b9c36c9ed7054b8879daec163f52d1491264a55,train,Who insists that mike move in with him?,Psmith,Psmith,Who insists that mike move in with him ?,Psmith,Psmith
37c11f984cb14401d85abfc20e8305ca7a472c9f,train,Where were the explosives hidden?,In Kyle's husband's casket.,David's casket.,Where were the explosives hidden ?,In Kyle s husband s casket .,David s casket .
0e9c46e2aaab8f794dd9e636ee6e88f301a2ef78,test,What race does Co-Tam belong to?,The Galu.,the Galu,What race does Co-Tam belong to ?,The Galu .,the Galu
9e1475e4ee95eb7b4dca656e5afde2aaf5fdda8a,train,What does Suzy bring with her when she runs away?,"Her kitten, binoculars, a battery powered record player, and  books","binoculars, six books, kitten, brother's battery powered record player",What does Suzy bring with her when she runs away ?,"Her kitten , binoculars , a battery powered record player , and books","binoculars , six books , kitten , brother s battery powered record player"
14add440692bd1e8fbb8c2df367ba4cb27426383,train,What happened to the replacement players at the bar?,They got into a fight with the regular players and were put in jail.,"They are taunted, leading to a fight between the two teams",What happened to the replacement players at the bar ?,They got into a fight with the regular players and were put in jail .,"They are taunted , leading to a fight between the two teams"
3ef60c15b2829459347df39e18ba10598e57e743,train,What does Patrick want Martha to kill to prove she is a leader and teacher?,a sick cat,a sick cat,What does Patrick want Martha to kill to prove she is a leader and teacher ?,a sick cat,a sick cat
f3a5c2b05406798b9244a0a5bb275d76496f5008,train,Who was Alvy's second wife?,A New York writer.,Annie,Who was Alvy s second wife ?,A New York writer .,Annie
09c9afb4abbd6064c1f26c3632edbe6d92a34206,valid,What is the name of the town within the mountains of Abruzzo?,Castelvecchio,Castel del Monte.,What is the name of the town within the mountains of Abruzzo ?,Castelvecchio,Castel del Monte .
b6ed74a969cdbb5ddc34575df8b7ee9d955d5556,test,What is the source of the argument between Abby and Mike?,Mike's cynicism about relationships. ,Abby's love life,What is the source of the argument between Abby and Mike ?,Mike s cynicism about relationships .,Abby s love life
f7bb9eb9306b79cad4b6466f2ac3dcbd0e5fa63a,test,"After Mary Clarence is made choir director, what kind of performance does she hold?","The choir sings a gospel, rock 'n' roll infused rendition of Hail Holy Queen. ",Rock-N-Roll infused Gospel,"After Mary Clarence is made choir director , what kind of performance does she hold ?","The choir sings a gospel , rock n ' roll infused rendition of Hail Holy Queen .",Rock-N-Roll infused Gospel
60ea304651d0be17e4d8e51fa1cb896437021d6a,train,What color was the wizard's beard?,White,White,What color was the wizard s beard ?,White,White
c82d39d256c252bc607644e9ecd4a7f6bdddf299,train,What is the thick thorn fence called?,A boma,A boma,What is the thick thorn fence called ?,A boma,A boma
36aeff55596623a6b66445379010c2a762ef920f,train,Who is the main character in the story?,Rouletabille,Joseph Rouletabille,Who is the main character in the story ?,Rouletabille,Joseph Rouletabille
4ff62e050b4eba11e273a060f0e5b0080746ea79,test,What does Eva convince Tancred to believe?,That Christianity of Judaism a debt,GLORIES OF MEDITERRANEAN CIVILIZATION AND CHRISTIANTY OWING THE JUDAISM,What does Eva convince Tancred to believe ?,That Christianity of Judaism a debt,GLORIES OF MEDITERRANEAN CIVILIZATION AND CHRISTIANTY OWING THE JUDAISM
9fb690b50942bf56dea7067546a01298376a3344,test,What does the bomber leave behind that reveals his identity?,His wallet,his wallet,What does the bomber leave behind that reveals his identity ?,His wallet,his wallet
1f3c4d904224764b1305205dfa99eae47c63240b,train,Who's body did they find frozen in the cave?,Jose Sylvestre,Jose Silvestre,Who s body did they find frozen in the cave ?,Jose Sylvestre,Jose Silvestre
22d1af3e29dc599ec0634fe860359027adea6944,test,Who does Manston try to kidnap?,Cytherea.,Cytherea,Who does Manston try to kidnap ?,Cytherea .,Cytherea
b67bc95cb196377649aacbf75c9dc42bfef6020e,train,Who was Miss Ainslie engaged to?,Charles Winfield,Charles Winfield,Who was Miss Ainslie engaged to ?,Charles Winfield,Charles Winfield
3513ebaa62106c8e80a0c9723eb456f28950adb8,valid,What battle did Albert die in?,Dunkirk.,The battle of Dunkirk.,What battle did Albert die in ?,Dunkirk .,The battle of Dunkirk .
ab35e5d3266a05297db471612ce06095c5190649,train,What do Modeste's family and friends think she has done?,Taken a lover,Taken a secret lover,What do Modeste s family and friends think she has done ?,Taken a lover,Taken a secret lover
6deb1d33098457dbbf6c8b9fc39ae9f2ac601bbf,train,What model plane did Amelia Earhart use in her attempt to fly around the world?,Lockheed Model 10 Electra,A Lockheed Model 10 Electra.,What model plane did Amelia Earhart use in her attempt to fly around the world ?,Lockheed Model 10 Electra,A Lockheed Model 10 Electra .
aae70f9eff5dbb5736c9ba09a3ee31b2e71504d4,train,What is the mural in the hospital waiting room of?,A well-maintained garden,A well manicured garden.,What is the mural in the hospital waiting room of ?,A well-maintained garden,A well manicured garden .
46c83ab910bbf794c07735c7d55af442a54d090b,train,"When Joel and Clementine meet again after learning their memories were erased, what do they do?",Begin a new relationship with one another.,They start over.,"When Joel and Clementine meet again after learning their memories were erased , what do they do ?",Begin a new relationship with one another .,They start over .
2744ec7751c610a232109e13740c308ad05c9ca0,train,What happens to Anna?,She dies.,she dies,What happens to Anna ?,She dies .,she dies
20f1cc76a6b149b417e0d9943c7f2caac3a04875,train,Why does Deeds return to Mandrake Falls?,He is heartbroken.,he was heartbroken by Babe,Why does Deeds return to Mandrake Falls ?,He is heartbroken .,he was heartbroken by Babe
2ba38d31381278d2ae8e90a2a3108debaef877bb,train,"Who won the fight, and by what decision?",Apollo Creed won by split decision.,Creed by a split decision.,"Who won the fight , and by what decision ?",Apollo Creed won by split decision .,Creed by a split decision .
8e38d4f70e7ffb5429a5d6a519cdf8864330eca7,test,What advice does Venus give about; fascination with cruel women?,read a manuscript,To read a manuscript.,What advice does Venus give about ; fascination with cruel women ?,read a manuscript,To read a manuscript .
12ec522e344ec19702bc8bc74d85b4e5adf2d229,valid,What is Mary's mother's name?,Eliza,Eliza,What is Mary s mother s name ?,Eliza,Eliza
291b589c77540bd33a3d12bfe28fc81f92c45d36,train,What does Snake initially think the Plutoxin 7 virus will do to him?,Kill him in 10 hours.,Kill him in 10 hours,What does Snake initially think the Plutoxin 7 virus will do to him ?,Kill him in 10 hours .,Kill him in 10 hours
ced259f88228bea5f1d29e0bc784c28ad8b8c4cb,test,Who was found to be the owner of the Transome estate?,Esther,Esther Lyon,Who was found to be the owner of the Transome estate ?,Esther,Esther Lyon
087c29795e06ed5b8e29361606c12b6390db9270,valid,What is revealed about Elise?,She is an undercover Scotland Yard Agent who is under suspension because of her suspected relationship with Pearce.,She is undercover for the Scotland Yard,What is revealed about Elise ?,She is an undercover Scotland Yard Agent who is under suspension because of her suspected relationship with Pearce .,She is undercover for the Scotland Yard
989916b68c184be23de3334a7ee8ecfa4bdd2496,train,Who may indict Lang?,the International Criminal Court,The International Criminal Court.,Who may indict Lang ?,the International Criminal Court,The International Criminal Court .
ec427a332515c850a9a458df1e5878cb5d7917b5,train,WHAT IS NORMAN'S MOTHER'S NAME?,SANDRA,Sandra,WHAT IS NORMAN S MOTHER S NAME ?,SANDRA,Sandra
56434e4849e679e4089c33a5f5bd3050e71c5ec1,valid,Who served as a model who Claude's Open Air painting?,Christine.,"Christine Hallgrain, who later becomes his wife.",Who served as a model who Claude s Open Air painting ?,Christine .,"Christine Hallgrain , who later becomes his wife ."
c2b895e8b32548747637d328a8fc77ad705e55f6,train,What did Hermann ask Dorothea to do?,Distribute his family's donations to her fellow refugees,distribute the food and clothes to refugees,What did Hermann ask Dorothea to do ?,Distribute his family s donations to her fellow refugees,distribute the food and clothes to refugees
73b6aaeec0101850010a7cc4b6d2bf4b23bf18b1,train,Why does Ash shoot at the four people at the door?,He thinks they are the evil force.,He believes they are demons.,Why does Ash shoot at the four people at the door ?,He thinks they are the evil force .,He believes they are demons .
e034bde573f14b8bbbbfc19ea55bab96c9c2a2aa,test,What is emphasized by this novel?,Confidence and trust. ,"You need to understand, trust and openly communicate with your partner",What is emphasized by this novel ?,Confidence and trust .,"You need to understand , trust and openly communicate with your partner"
f3a5c2b05406798b9244a0a5bb275d76496f5008,train,Why does Alvy and Annie go to L.A.?,Alvy is going to present an award to T.V..,Alvy is presenting an award,Why does Alvy and Annie go to L.A. ?,Alvy is going to present an award to T.V..,Alvy is presenting an award
eef816f32f560811968ec9e20eb4e5f034199444,train,"In Gordon's story, what country were the Egyptians attempting to occupy?",Sudan,Sudan,"In Gordon s story , what country were the Egyptians attempting to occupy ?",Sudan,Sudan
ff53fd53a94f343b8365915645b79d7ad5b1528e,train,What does Tyler reveal to the Narrator when the Narrator sees him in his hotel room?,That Tyler and the Narrator are disassociated personalities in the same body. ,they are 2 personalities in one body,What does Tyler reveal to the Narrator when the Narrator sees him in his hotel room ?,That Tyler and the Narrator are disassociated personalities in the same body .,they are 2 personalities in one body
6031da6fa93ad9cac1b6da6586010aab81c7b4da,train,Why does Elsa flee the castle?,Her powers were exposed. ,The Duke declared her a monster.,Why does Elsa flee the castle ?,Her powers were exposed .,The Duke declared her a monster .
401274da0bb38ce2581280e3b557744d176bd66f,train,What does Royalton tell Speed has been fixed by corporate interests to gain profits?,Many key races,Key Races,What does Royalton tell Speed has been fixed by corporate interests to gain profits ?,Many key races,Key Races
e6b90ac408f85b70d4da2ec35b695d5d0f70196f,train,What really happened to Mrs.Wiggins?,Mrs.Wiggins faked her death so Cox or Box would marry her.,She decided to marry Mr. Knox,What really happened to Mrs.Wiggins ?,Mrs.Wiggins faked her death so Cox or Box would marry her .,She decided to marry Mr. Knox
72ddeff1fe6bb9841d1c1da4b3031001bf6b1f58,test,What time does the Traveller orginate from?,Victorian times.,Victorian time.,What time does the Traveller orginate from ?,Victorian times .,Victorian time .
9c443f4b7fae5240b65a04b5648d20fede649249,train,Why are Con and Kid sent to jail?,Because they tried to leave the inn without paying their bill.,Not paying at the inn ,Why are Con and Kid sent to jail ?,Because they tried to leave the inn without paying their bill .,Not paying at the inn
a22ac39233676c4db64905fe3b34c45fdc07385b,train,"To save Artie's life, what does Shrek tell Prince Charming?",That Artie is merely a pawn to take Shrek's place as King.,That Artie was just a pawn.,"To save Artie s life , what does Shrek tell Prince Charming ?",That Artie is merely a pawn to take Shrek s place as King .,That Artie was just a pawn .
fe94da874e9c2093a2b381f69ac4130c2ae3e734,train,How does White get a gun into City Hall?,by sneaking in the basement window,basement window,How does White get a gun into City Hall ?,by sneaking in the basement window,basement window
b08882a8306a6a4b1f405827ee19b4aca538c023,test,Who ends up with the Marilyn Monroe memorabilia?,Oola,Car's owner ,Who ends up with the Marilyn Monroe memorabilia ?,Oola,Car s owner
2f04b37c2a4ebe847ffe5927168dad8d3102acaf,test,What is the real name of the Young Lady in Grey?,Jessie.,Jessie Milton,What is the real name of the Young Lady in Grey ?,Jessie .,Jessie Milton
cee9ed60009c325382f35d5c81a5c22ab3cf9200,test,What was in the parcel Reinhard recieves when he is at the Ratskeller?,Cake and letters,"cake, personal items, and letters from elizabeth and his mother",What was in the parcel Reinhard recieves when he is at the Ratskeller ?,Cake and letters,"cake , personal items , and letters from elizabeth and his mother"
c6bf28c8adbc7b8fb371bc7cb38d1be353597147,valid,What part of the goblin's anatomy is their secret weakness?,"Their soft, vulnerable feet.",Their feet,What part of the goblin s anatomy is their secret weakness ?,"Their soft , vulnerable feet .",Their feet
9d573a78be4aaaeedabedb857d10f13c60662f34,test,How do Marcus and Simon manage to steal a car from a hotel?,Marcus pretended to be a parking attendant.,Someone thinks Marcus is a parking attendant,How do Marcus and Simon manage to steal a car from a hotel ?,Marcus pretended to be a parking attendant .,Someone thinks Marcus is a parking attendant
16d75b7fbd36243f7315988d26324a1e6e0155ad,train,Who does Carl reconcile with in the end?,Allison,Allison,Who does Carl reconcile with in the end ?,Allison,Allison
c5aef74ff7ba04945438460952b18befa4e45dbf,train,Who does the main character end up marrying at the end of the story?,Mary Flood Jones,Mary Flood Jones.,Who does the main character end up marrying at the end of the story ?,Mary Flood Jones,Mary Flood Jones .
d5615c44b01f98de34d10baaccc981995a43864d,train,Who sends the button-eyed dolls to children?,The Other Mother.,Wybie.,Who sends the button-eyed dolls to children ?,The Other Mother .,Wybie .
4db23116ec1059a6f94867461edf45596d20f8d2,train,What happened to his employer's warehouse?,The Dervishes attacked and destroyed it.,It was destroyed ,What happened to his employer s warehouse ?,The Dervishes attacked and destroyed it .,It was destroyed
194fd3c13f34b5a640280e7f43e59dbed66c215c,test,What does Loki promise Laufey?,The Casket of Ancient Winters for killing Odin.,The chance to kill Odin and retrieve the Casket,What does Loki promise Laufey ?,The Casket of Ancient Winters for killing Odin .,The chance to kill Odin and retrieve the Casket
1293e302d550212888b015208783397e6f78296c,train,How many people survived from the original number of humans aboard the ship?,1213.,1213,How many people survived from the original number of humans aboard the ship ?,1213 .,1213
5fc06920c10c190e4abcbe8f68803a7025cc0889,train,When did the former prison inmate notice Oscar at the BART station?,After a customer from his previous job called Oscar's name,"january 9, 2009 at 2:15am",When did the former prison inmate notice Oscar at the BART station ?,After a customer from his previous job called Oscar s name,"january 9 , 2009 at 2:15am"
2cf851eeec79ada442b42d8d17d99cf24dbbb157,train,Who ends up marrying Grace?,Winwife.,Winwife,Who ends up marrying Grace ?,Winwife .,Winwife
56434e4849e679e4089c33a5f5bd3050e71c5ec1,valid,What is Dabuche's occupaton besides painting?,Architect,A musician. ,What is Dabuche s occupaton besides painting ?,Architect,A musician .
7f15a08cde92f095f5abfe937b07769c1eee28fe,train,What does Magdalen vow to do from now on?,Be a better person and never undertake malice.,"To be a better person, and not seek revenge",What does Magdalen vow to do from now on ?,Be a better person and never undertake malice .,"To be a better person , and not seek revenge"
d6c728cc9fabd2ef68dabc990731470f455e8fac,train,Where did David Gale teach?,University of Texas.,The University of Texas,Where did David Gale teach ?,University of Texas .,The University of Texas
3634471ed994ee7d4f382d8e7edbc56de5c28c42,train,Where does Ripley dispose of Freddie Mile's body?,On the outskirts of Rome.,The outskirts of Rome.,Where does Ripley dispose of Freddie Mile s body ?,On the outskirts of Rome .,The outskirts of Rome .
0434145d9284423a36a714fc55246ed0bdc39a82,train,Where does Marty live in?,The Bronx,The Bronx,Where does Marty live in ?,The Bronx,The Bronx
d67891bcff4768f4de2137adf792dbeb1c299b69,test,Why did Larsen choose to wait to murder the men who led the mutiny against him?,He couldn't afford to lose any men.,He waited for hunting season to be over so that he would have enough crew,Why did Larsen choose to wait to murder the men who led the mutiny against him ?,He could n't afford to lose any men .,He waited for hunting season to be over so that he would have enough crew
5d98d6db87225fde51cea450d8712cb6073df2e7,train,How does Cliges become emperor and free to marry Fenice?,When Alis dies Celiges is able to take the thrown and marry. ,Alis dies,How does Cliges become emperor and free to marry Fenice ?,When Alis dies Celiges is able to take the thrown and marry .,Alis dies
1b3fb96b3e151a856c7846d05cfca170408dce08,train,What object first saved Tony's life but later caused his death?,A golden pipe.,pipe,What object first saved Tony s life but later caused his death ?,A golden pipe .,pipe
03690ff2154ebecb454ea267cec529358ab6923b,test,Who abandons Sophia in Paris?,Her husband,Her husband,Who abandons Sophia in Paris ?,Her husband,Her husband
1c2beb941aa7e22acbbf8ce285e0a999d27a493b,train,What was the title of Ouisa Kittredge?,Fifth Avenue socialite?,Fifth Avenue socialiate,What was the title of Ouisa Kittredge ?,Fifth Avenue socialite ?,Fifth Avenue socialiate
3008d5b4f1072a80665533c5bfe7416e18693846,train,Whose Henchmen attack Barney?,Prince Peter,Prince Peter,Whose Henchmen attack Barney ?,Prince Peter,Prince Peter
7415641a4aa3cc0b71657573197bfc9d48694e03,train,What was  on the Hard Drive that The Losers stole?,Credit for a $400 million dollar transfer in Max's name.,Max's secrets,What was on the Hard Drive that The Losers stole ?,Credit for a $ 400 million dollar transfer in Max s name .,Max s secrets
a3d22e30a6afde892a65e16db0454093a232da87,train,Who is responsible for building the detonator for the bomb that kills the FBI team?,The detonator was built by Clive.,Clive,Who is responsible for building the detonator for the bomb that kills the FBI team ?,The detonator was built by Clive .,Clive
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Which side of the war does the Hartrott family fight on?,The German side.,Germany's,Which side of the war does the Hartrott family fight on ?,The German side .,Germany s
317fe46b2903da739b059733cd618db6ca49a494,train,What happened to Donny?,Donny dies from a heart attack.,he suffers a fatal heart attack,What happened to Donny ?,Donny dies from a heart attack .,he suffers a fatal heart attack
0cd690f600881ef37a4e36ca79e378c733636c30,test,Who initially prevents the Duke of Dorset from killing himself on his first suicide attempt?,Zuleika.,Zuleika,Who initially prevents the Duke of Dorset from killing himself on his first suicide attempt ?,Zuleika .,Zuleika
1625d7038823e0ca81c39675c3ea7fe31f7fbe04,train,What awakens Jamie?,A quarrel,A quarrel between North and Bunnymund,What awakens Jamie ?,A quarrel,A quarrel between North and Bunnymund
78e0e28b686c7157d598082bfaa8aaaab821b78b,train,Who does Bianca go to prom with?,Cameron.,Joey.,Who does Bianca go to prom with ?,Cameron .,Joey .
9225235e797e38d6177ba6e3a9ed63d06168bee2,train,Where did the North American government run to ? ,To a moon base,the moon,Where did the North American government run to ?,To a moon base,the moon
a4a5274e6563d93830ce2749567ff04f907ea5ff,train,Is the Lieutenant a drug user?,He uses drugs multiple times.,Yes.,Is the Lieutenant a drug user ?,He uses drugs multiple times .,Yes .
8127b75c8994e66d143f00e64ba75d5ee050ad15,test,Why is the princess conflicted about whether to help her lover in his trial?,he will either die or marry someone else,Because she hates the lady behind a door.,Why is the princess conflicted about whether to help her lover in his trial ?,he will either die or marry someone else,Because she hates the lady behind a door .
1a8098e49cbf3df223c434c5d134bf9453a5a82e,train,What happened to Rowland after he was fired from the Navy?,He became an alcoholic.,He works as deckhand on the Titan.,What happened to Rowland after he was fired from the Navy ?,He became an alcoholic .,He works as deckhand on the Titan .
e4081796caf2b0354f1fc78626b7a74396979e5b,train,Where does Max go every day?,To a coffee shop.,a coffee shop,Where does Max go every day ?,To a coffee shop .,a coffee shop
eb6c58c2168f0a9e60f23b8107d17be92503030f,train,Why  wouldn't Paine suggest camping for everyone?,not everyone can handle the lack of comforts,lack of modern ammenities,Why would n't Paine suggest camping for everyone ?,not everyone can handle the lack of comforts,lack of modern ammenities
7031a0234b0276ee29ed4b024419f7c01d4bf5b6,train,What job does Weiss want after he is DA?,New York City Mayor,Mayor of New York City.,What job does Weiss want after he is DA ?,New York City Mayor,Mayor of New York City .
7e4d0d1411048ca6d9a04d4eeab1837d650b228d,test,"When rickshaw driver tells Jean and Douglas he can only take one of them, what does Jean decide?",That it's a sign that they should part ways.,That it's time to split up with Douglas.,"When rickshaw driver tells Jean and Douglas he can only take one of them , what does Jean decide ?",That it s a sign that they should part ways .,That it s time to split up with Douglas .
de42ec88ce00d0f1e21ad4ad719d1d64499e5166,valid,Who kills Drexl?,Clarence.,Clarence,Who kills Drexl ?,Clarence .,Clarence
907e3c83c161299b8f178e98399d4e2cc0dcd57f,test,How does Colin impress Olivier?,He secured two homes for Marilyn and her husband.,He has secured a second house.,How does Colin impress Olivier ?,He secured two homes for Marilyn and her husband .,He has secured a second house .
8928a603a3c6d154ea4547060805a966ce0f4d60,train,Where does Eddie finally end up?,The dinner table.,He becomes dinner,Where does Eddie finally end up ?,The dinner table .,He becomes dinner
a8549480950ac906c9426b7d8cb7963e52e4cd6c,train,Why did the Joad's truck overheat?,The fan belt was broken.,Broken fan belt.,Why did the Joad s truck overheat ?,The fan belt was broken .,Broken fan belt .
c50eca23eddd3e2b5d8873950ad92bf03f86c7d3,train,What secret did Zed learn?,Eric had AIDS,That Eric has AIDS ,What secret did Zed learn ?,Eric had AIDS,That Eric has AIDS
a90970da83bef2b96566608cec4724c7c1da507f,train,What does Father Christmas give Peter?,a sword and a shield,a sword and sheild,What does Father Christmas give Peter ?,a sword and a shield,a sword and sheild
cb456274929bf53ca118acacea7175e9f25c99bd,train,"Who is nicknamed ""Dynamite""?",Captain Dana,Holmes,Who is nicknamed Dynamite ?,Captain Dana,Holmes
e1a5be12e8c521868c2f4c7485797ffa7e0acd9d,train,What happened when La-Writ focused so much on dueling that he neglected his cases and failed to appear in court?,His cases were dismissed by Vertaigne.,His cases are dismissed.,What happened when La-Writ focused so much on dueling that he neglected his cases and failed to appear in court ?,His cases were dismissed by Vertaigne .,His cases are dismissed .
759acf6f6cdbe61db831a1c7c2771d18bd5f68d3,train,Who is the Earl of Etherington's half brother?,Francis Tyrrel,Francis Tyrrel,Who is the Earl of Etherington s half brother ?,Francis Tyrrel,Francis Tyrrel
c1b9d85714e90baa217b02f44534a5207e971442,train,What did people who committed crimes without control over the actions believe was the cause?,possession,Possesion ,What did people who committed crimes without control over the actions believe was the cause ?,possession,Possesion
69add8ffcf964d23243ac02b7282d57beb63c355,valid,What is Elliot doing when he first discovers E.T.?,Elliot is returning home from buying a pizza.,Coming home from picking up pizza ,What is Elliot doing when he first discovers E.T . ?,Elliot is returning home from buying a pizza .,Coming home from picking up pizza
e034bde573f14b8bbbbfc19ea55bab96c9c2a2aa,test,Who is Salve in love with?,Elisabeth,Elisabeth,Who is Salve in love with ?,Elisabeth,Elisabeth
def05b2808f7557610b6b71051b257dd1f955bc1,train,Who's marriage proposal does Lina reject?,Johnny's,Lina rejects Johnny's ,Who s marriage proposal does Lina reject ?,Johnny s,Lina rejects Johnny s
75871827f179df4ea960b4d93054d165cc042895,train,How do Loam's guests feel about socializing with Loam's servants?,Embarrassed,They are embarrassed to socialize with the servants.,How do Loam s guests feel about socializing with Loam s servants ?,Embarrassed,They are embarrassed to socialize with the servants .
269ffd1de413e4556ac009ffabd821a869fdf75d,train,How long has Pascal been a physician in Plassans for?,30 years,30 years,How long has Pascal been a physician in Plassans for ?,30 years,30 years
c72161c89a7dc8ea5d62b200689bd2acae6f354d,train,Where did Enzo rescue a trapped diver from a shipwreck?,Sicily,In Sicily,Where did Enzo rescue a trapped diver from a shipwreck ?,Sicily,In Sicily
7f1342389643da8afa5cdd6a7b512546e6f4b4c2,train,How many shots were fired into Brown?,One.,One,How many shots were fired into Brown ?,One .,One
00950a3641e6a28b04a6fabf6334140e2deaa9fd,train,"After the man-ape is defeated, where do Olivia and Conan go?",To take over the pirate ship.,back to pirate ship,"After the man-ape is defeated , where do Olivia and Conan go ?",To take over the pirate ship .,back to pirate ship
0a133d2f741f023f11260893729c5dc63f9ef89a,train,How does Ripley originally feel about the new expedition?,She is nervous and refuses to go.,Traumatized,How does Ripley originally feel about the new expedition ?,She is nervous and refuses to go .,Traumatized
1905d5891ab7c5797b3b59ccf1c206059ed73888,train,What happened when Hal first sought employment in the coal mine industry?,He was refused employment because he was a suspected union organizer.,he was mistaken for union organizer,What happened when Hal first sought employment in the coal mine industry ?,He was refused employment because he was a suspected union organizer .,he was mistaken for union organizer
c6bf28c8adbc7b8fb371bc7cb38d1be353597147,valid,How old is Princess Irene?,Eight years old,Eight years old.,How old is Princess Irene ?,Eight years old,Eight years old .
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,What is Conrad's Mother name?,Beth (Mary Tyler Moore).,Beth,What is Conrad s Mother name ?,Beth ( Mary Tyler Moore ) .,Beth
7f1342389643da8afa5cdd6a7b512546e6f4b4c2,train,How does Garber buy more time?,He tells Blue that it's impossible to deliver the money on time to the train station.,Telling hijackers money was delivered,How does Garber buy more time ?,He tells Blue that it s impossible to deliver the money on time to the train station .,Telling hijackers money was delivered
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Why can't the patrons use the phone in the bar to call for help?,It has been shot,It was broken by a stray bullet. ,Why ca n't the patrons use the phone in the bar to call for help ?,It has been shot,It was broken by a stray bullet .
2453d062843edc379bdae3be69859e18bf1abd9d,test,Who does Augustus invite to his pre-funeral?,"Hazel and his best friend, Isaac.",Isaac and Hazel,Who does Augustus invite to his pre-funeral ?,"Hazel and his best friend , Isaac .",Isaac and Hazel
3e87eee49ffe1cbcc871f2310489775ffcaccbb2,train,Who is forced to sleep on the couch?,Jules,Jules,Who is forced to sleep on the couch ?,Jules,Jules
a21137785e9a0e86d9cefd3fda385199fd9da232,valid,Where does the witch live?,In a secret cave near a fountain,The Atlas Mountains,Where does the witch live ?,In a secret cave near a fountain,The Atlas Mountains
f865713a51422129cd8d15ea2bb1ac324d65afdb,train,Who owns the masion?,Norma Desmond.,Norma Desmond ,Who owns the masion ?,Norma Desmond .,Norma Desmond
b6f65f8447d5268bdfeb7529edcf0c630683552b,train,How is John Hale described?,as a foreigner,"Ambitious, visionary geologist",How is John Hale described ?,as a foreigner,"Ambitious , visionary geologist"
032bcfd170a98fb5ed752c1d25b678b8589de7d7,train,What year was The Thomas Crown Affair?,1968,1968.,What year was The Thomas Crown Affair ?,1968,1968 .
8c9ff15b915f06f83304c45f9d84c102700ef8fb,train,Who stabbed the cashier?,Kim,Kim.,Who stabbed the cashier ?,Kim,Kim .
a9ab2d4a8d0fa3eaca128e041a6619d652c2d824,train,Where does the narrator find the new cat?,In a tavern.,In a tavern,Where does the narrator find the new cat ?,In a tavern .,In a tavern
19dd268e42d372d73072c40bc3b8d1c46e07a3a2,valid,At the beginning of the story what is Joe Buck's job?,Dishwasher,Dishwashing.,At the beginning of the story what is Joe Buck s job ?,Dishwasher,Dishwashing .
38f609df18ae5318c62650a70bef7cb8dade9295,test,What does Otto do for a living? ,He stocks supermarket shelves,Supermarket store clerk,What does Otto do for a living ?,He stocks supermarket shelves,Supermarket store clerk
a294dfec39790706fbaf8a62b6ab00274fb7bf3b,train,With whom does Sarrasine consult after seeing Zambinella dressed as a man?,A cardinal.,a Cardinal,With whom does Sarrasine consult after seeing Zambinella dressed as a man ?,A cardinal .,a Cardinal
88d575bc51b0fc2070db74f10d013f228120cae4,train,What happens at the university just after Kivrin is sent to the past?,The technician falls ill,An influenza outbreak begins.,What happens at the university just after Kivrin is sent to the past ?,The technician falls ill,An influenza outbreak begins .
63d1ef129001838ed7c2ec57afee68ea774c2460,test,Where did the mouse go to hide after escaping?,On top of the cupboard,Top of cupboard,Where did the mouse go to hide after escaping ?,On top of the cupboard,Top of cupboard
90c5a4e276e3f9dec41d7be579052b9327f56197,test,What act made Josie break her crown and reveal her true identity?,The mean girls tried to dump dog food over Aldys as she dances with Guy.,Mean girls attempting to throw dog food on Aldys,What act made Josie break her crown and reveal her true identity ?,The mean girls tried to dump dog food over Aldys as she dances with Guy .,Mean girls attempting to throw dog food on Aldys
58af565e7d904df9ff566aa6599eac6001dd77d4,train,Who asks Anhalt to speak to Amelia about marriage?,the Baron,Anhalt,Who asks Anhalt to speak to Amelia about marriage ?,the Baron,Anhalt
7ff1108c5bf35a718b6e8a25704eec6ff979a919,train,Why are the Baldies driven off the planet?,The main Baldy installation is attacked ,The baldies main installation is attacked,Why are the Baldies driven off the planet ?,The main Baldy installation is attacked,The baldies main installation is attacked
7d64400e2b3306fa27919b8d155ad87bd7d260c7,test,How is Indy brought out of his trance?,Shorty burns him to snap him back to reality.,Shorty burns him with a torch,How is Indy brought out of his trance ?,Shorty burns him to snap him back to reality .,Shorty burns him with a torch
7fe863c608ba55d0443da0e1e6d5f92f1ece764e,train,Who is convicted for the murder?,"The family servant, Dixon. ",Dixon,Who is convicted for the murder ?,"The family servant , Dixon .",Dixon
0567cf66eee97d900ee7b9a01e64fdf5d406c685,train,Why is Snow White safe from Raveanna in the dark forest?,Raveanna has no powers there.,Ravenna has no power there.,Why is Snow White safe from Raveanna in the dark forest ?,Raveanna has no powers there .,Ravenna has no power there .
08de5678977bbbefcebc7e2abb04e402539b90e0,test,Why is Holden so upset to learn about Alyssa's past?,he believes himself to be the only man she's been with,He thought he was her first romantic encounter.,Why is Holden so upset to learn about Alyssa s past ?,he believes himself to be the only man she s been with,He thought he was her first romantic encounter .
